date,経済成長率,失業率,雇用コスト指数の伸び率,平均時給の伸び率,インフレ期待,消費者物価の上昇率,消費者物価の上昇率（食品・エネルギー除く）,卸売り物価（PPI）の上昇率,個人消費の伸び,新車販売台数(百万台),小売り在庫／販売の比率,住宅価格の上昇率（前年同月比）,新規住宅着工件数
2017/03/01,-0.06927829140638507,0.8275087048235664,0.9147732704051134,-0.2987283464818808,-0.0006099742469810512,0.19973161487238328,0.49323437723960994,0.31681303827323837,0.1743682111859863,0.505213196272661,-0.87196988425458,0.05922576217700704,0.3585583765094138
2017/04/01,-0.010855572727496267,0.8275087048235664,0.29677740153415466,-0.012399462846894381,-0.2606560513026591,0.030707540234770677,0.17548202795045126,0.34363310732507646,-0.14902145367022893,0.6061107711378078,-0.7839401824335175,0.060158406651709045,0.281335175445944
2017/05/01,-0.010855572727496267,0.8275087048235664,0.29677740153415466,-0.204381512424268,-0.46197436797212743,-0.17334162929420863,0.023441886628883406,0.15726237482351535,-0.14902145367022893,0.5803104780216068,-0.87196988425458,0.06466553835425343,0.14118936610853589
2017/06/01,-0.010855572727496267,0.8725183660929117,0.29677740153415466,-0.10977517161372458,-0.775351795847975,-0.3109843342355537,-0.004011231482775989,0.0356932222830432,0.045012345243500215,0.6162466005763167,-0.87196988425458,0.07170278548138125,0.48440359305729047
2017/07/01,0.07677850529083698,0.8725183660929117,-0.014628849796804864,0.26934688956139086,-0.6497374823212706,-0.2570559401077952,0.009002187775147066,0.02019538578606804,-0.08434352069898586,0.6240788324151636,-0.87196988425458,0.0799356181782029,0.29849588679338174
2017/08/01,0.07677850529083698,0.8275087048235664,-0.014628849796804864,-0.39635158982359736,-0.6391579885924689,-0.12755474981824397,-0.0809292422877678,0.1302098776173402,-0.08434352069898586,0.5383850017077777,-0.9599995860756425,0.09539072028373323,0.44150181468869615
2017/09/01,0.07677850529083698,0.8725183660929117,-0.014628849796804864,0.5496123353632933,-0.4701379816394815,0.033477114331472796,-0.05429114108800191,0.18294042338271302,0.1743682111859863,1.1207344749020554,-0.6078807787913925,0.11078968772506381,0.27847505688803775
2017/10/01,0.2082296223183368,0.9175280273622566,-0.9023825316168846,-0.5857167208277528,-0.3893044122082005,-0.06846283786232403,0.08173770869119887,0.2065920482287472,-0.08434352069898586,1.122116633461852,-0.6078807787913925,0.12799793121970893,0.5330256085416974
2017/11/01,0.2082296223183368,0.9175280273622566,-0.9023825316168846,-0.1148058863657066,-0.40171912423689604,0.028328452415875227,-0.04112767026684277,0.3155217776269758,0.23904614415722933,0.9286144350903364,-0.5198510769703301,0.1410373091206763,0.4071803919938207
2017/12/01,0.2082296223183368,0.9625376886316018,-0.9023825316168846,0.44833533685038124,-0.2803997994675919,0.0011777519898228228,-0.024636213722120236,0.19397398911253644,0.3037240771284724,0.8765531293379984,-0.5198510769703301,0.16103132096199435,0.4272012218991647
2018/01/01,0.1059898646302814,1.0075473499009466,1.7020022656178617,0.1632170430686739,0.13763114278752203,-0.015552491067705308,0.04068675997006546,0.11833390164801734,-0.278377319612715,0.7341907976789553,-0.5198510769703301,0.1609645615313285,0.5501863198891351
2018/02/01,0.1059898646302814,0.9625376886316018,1.7020022656178617,-0.39904364929914704,0.30497565288192013,0.06283250886030382,-0.017588528720438677,0.15315354126247993,-0.08434352069898586,0.8009951280691215,-0.5198510769703301,0.19832104916859306,0.49298394873100937
2018/03/01,0.1059898646302814,1.0075473499009466,1.7020022656178617,0.34695079355724057,0.27281356265553525,0.13045243225847394,0.3451840280099845,0.16092957802462055,0.045012345243500215,0.7659804445542755,-0.5198510769703301,0.2045550008115746,0.707492840573981
